GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
223,exon,0.551880,1257,0.260615,0.284983,0.232271,0.222130,0.168110,1.000000,0.017775,0.041323,0.270866,0.129827
224,exon,0.006886,318,0.311131,0.228792,0.254092,0.205984,0.639353,1.000000,0.085597,0.113608,0.324511,0.226086
225,exon,0.397921,688,0.298927,0.263450,0.222644,0.214979,0.232331,1.000000,0.046912,0.105562,0.275484,0.245053
226,exon,0.135322,475,0.319939,0.232859,0.265276,0.181926,0.847130,1.000000,0.066280,0.260347,0.210509,0.167340
227,exon,0.091912,890,0.325488,0.222640,0.263688,0.188184,0.199654,1.000000,0.014366,0.101176,0.321280,0.174088
228,exon,0.074394,1080,0.331201,0.283619,0.226793,0.158387,0.381139,1.000000,0.164368,0.093421,0.268942,0.208373
229,exon,0.048726,675,0.330252,0.275458,0.199015,0.195275,0.311712,1.000000,0.057393,0.163230,0.177613,0.161788
230,exon,0.306273,1255,0.287714,0.257621,0.212975,0.241689,0.466806,1.000000,0.079175,0.099867,0.344208,0.200053
231,exon,0.845470,1056,0.265657,0.242571,0.258107,0.233665,0.716306,1.000000,0.021405,0.158136,0.329488,0.178409
232,exon,0.889189,358,0.295923,0.227271,0.244852,0.231954,0.520731,1.000000,0.107963,0.183308,0.158789,0.151552
233,exon,0.329900,396,0.348511,0.224719,0.206529,0.220241,0.129272,1.000000,0.004522,0.091466,0.399641,0.185928
234,exon,0.081237,578,0.359663,0.241056,0.184709,0.214571,0.231948,1.000000,0.079032,0.040697,0.345374,0.145977
235,exon,0.060921,432,0.402154,0.173060,0.193025,0.231762,0.406859,1.000000,0.037398,0.129365,0.401953,0.082529
236,exon,0.068255,878,0.305842,0.251617,0.213265,0.229276,0.877699,1.000000,0.066847,0.138886,0.269138,0.278271
237,exon,0.206777,772,0.322377,0.248065,0.218197,0.211361,0.418898,1.000000,0.081166,0.142467,0.340129,0.058387
238,exon,0.007161,477,0.276731,0.254405,0.240481,0.228384,0.487782,1.000000,0.049403,0.050632,0.381978,0.237511
239,exon,0.229535,378,0.263965,0.303620,0.248863,0.183552,0.179716,1.000000,0.018944,0.038897,0.274102,0.186137
240,exon,0.403121,351,0.374332,0.232078,0.214045,0.179546,0.512493,1.000000,0.136079,0.155218,0.177942,0.215296
241,exon,0.256392,706,0.367366,0.214446,0.211075,0.207113,0.067302,1.000000,0.075375,0.058507,0.310295,0.275902
242,exon,0.147409,828,0.310939,0.227510,0.263039,0.198511,0.515838,1.000000,0.093093,0.058326,0.425125,0.096827
243,exon,0.329275,355,0.325555,0.247706,0.228155,0.198583,0.230832,1.000000,0.025788,0.067347,0.389855,0.123477
244,exon,0.361478,581,0.303394,0.234549,0.253874,0.208183,0.109762,1.000000,0.050698,0.183549,0.307545,0.194412
245,exon,0.111349,417,0.321758,0.194299,0.243047,0.240896,0.414212,1.000000,0.025823,0.079153,0.244025,0.297954
246,exon,0.261659,556,0.310576,0.237705,0.247428,0.204291,0.248099,1.000000,0.019352,0.080095,0.425808,0.143286
247,exon,0.163867,974,0.331708,0.204242,0.206502,0.257548,0.089316,1.000000,0.061050,0.148737,0.237749,0.207227
248,exon,0.508533,477,0.346506,0.210222,0.212111,0.231161,0.653837,1.000000,0.077076,0.103011,0.238442,0.158082
249,exon,0.388045,813,0.294340,0.228671,0.258879,0.218109,0.236043,1.000000,0.069995,0.090052,0.245371,0.083499
250,exon,0.711797,453,0.339200,0.226772,0.230803,0.203225,0.547131,1.000000,0.014868,0.147334,0.432504,0.140064
251,exon,0.207016,739,0.337071,0.235073,0.221399,0.206457,0.161936,1.000000,0.060559,0.147433,0.356031,0.090917
252,exon,1.215277,1361,0.293588,0.245350,0.271393,0.189669,0.656797,1.000000,0.155848,0.109519,0.224065,0.173715
253,exon,0.226176,1854,0.354560,0.227128,0.216483,0.201829,0.682720,1.000000,0.027515,0.137958,0.272762,0.096932
254,exon,0.386310,396,0.352499,0.181620,0.240351,0.225531,0.263058,1.000000,0.115092,0.158300,0.272063,0.252697
255,exon,0.095440,360,0.366368,0.245019,0.173910,0.214703,0.052118,1.000000,0.031049,0.118344,0.244255,0.284738
256,exon,0.040888,513,0.316804,0.252295,0.208805,0.222096,0.460001,1.000000,0.061516,0.197841,0.285570,0.114811
257,exon,0.244092,1173,0.306600,0.210233,0.232807,0.250360,0.328113,1.000000,0.043378,0.100741,0.235864,0.380294
258,exon,0.603060,1220,0.313265,0.210646,0.265328,0.210761,0.259923,1.000000,0.128468,0.095539,0.329023,0.137617
259,exon,0.131610,612,0.276696,0.247016,0.271348,0.204940,0.407543,1.000000,0.016863,0.161442,0.291647,0.253288
260,exon,0.106032,441,0.345353,0.244907,0.223507,0.186232,0.187861,1.000000,0.117352,0.067630,0.143713,0.322489
261,exon,0.043427,380,0.274734,0.295913,0.249363,0.179991,0.753399,1.000000,0.114897,0.122057,0.204884,0.145918
262,exon,0.197974,1403,0.310456,0.201600,0.256968,0.230976,0.601596,1.000000,0.120753,0.129558,0.223849,0.098594
263,exon,0.175961,961,0.326726,0.228099,0.209686,0.235489,0.289330,1.000000,0.045125,0.140780,0.254202,0.137855
264,exon,0.158023,1621,0.299501,0.234320,0.242072,0.224107,0.290237,1.000000,0.068590,0.141492,0.367919,0.186779
265,exon,0.484682,783,0.333016,0.213783,0.239220,0.213981,0.153501,1.000000,0.067640,0.084069,0.263219,0.253372
266,exon,0.078628,442,0.381530,0.194694,0.250002,0.173773,0.471431,1.000000,0.019936,0.053869,0.552493,0.123796
267,exon,0.090021,587,0.322788,0.263660,0.214531,0.199021,0.100797,1.000000,0.006688,0.204377,0.246741,0.134987
268,exon,0.003315,423,0.325865,0.244697,0.217809,0.211629,0.456206,1.000000,0.117017,0.080884,0.380267,0.177409
269,exon,0.065593,1534,0.290050,0.236604,0.255881,0.217465,0.087211,1.000000,0.054864,0.098331,0.472824,0.128789
270,exon,0.612563,434,0.284123,0.248279,0.230111,0.237487,0.126491,1.000000,0.021890,0.078641,0.433604,0.144649
271,exon,0.287313,421,0.351767,0.227629,0.203838,0.216766,0.279769,1.000000,0.040739,0.177747,0.344769,0.210043
272,exon,0.102461,792,0.345643,0.215680,0.192865,0.245812,0.186558,1.000000,0.009660,0.033012,0.381673,0.339928
273,exon,0.667451,647,0.333585,0.199105,0.299004,0.168306,0.142894,1.000000,0.093313,0.078057,0.286533,0.332692
274,exon,0.091714,1280,0.296972,0.240832,0.212872,0.249324,0.441096,1.000000,0.012873,0.143209,0.264807,0.232382
275,exon,0.232488,340,0.390486,0.199558,0.269459,0.140496,0.598157,1.000000,0.022316,0.086221,0.441154,0.095292
276,exon,0.014673,857,0.322619,0.204098,0.232058,0.241225,0.354312,1.000000,0.050495,0.176277,0.123192,0.336586
277,exon,0.144583,1372,0.274293,0.282081,0.230091,0.213535,0.325592,1.000000,0.055791,0.085621,0.313136,0.172248
278,exon,0.313438,333,0.374578,0.212617,0.222138,0.190667,0.717812,1.000000,0.062699,0.208128,0.270821,0.171001
279,exon,0.166836,371,0.344956,0.232164,0.212776,0.210104,0.123770,1.000000,0.059313,0.111737,0.343908,0.187428
280,exon,0.050719,563,0.332607,0.240862,0.191999,0.234531,0.328150,1.000000,0.018086,0.161748,0.294420,0.152747
281,exon,0.427299,748,0.349121,0.218154,0.233997,0.198727,0.137322,1.000000,0.098764,0.046416,0.333319,0.230981
282,exon,1.123228,1238,0.300105,0.202763,0.259256,0.237877,0.291737,1.000000,0.014000,0.364827,0.282387,0.143893
283,exon,0.142313,1162,0.278001,0.264006,0.235646,0.222348,0.555605,1.000000,0.042609,0.089787,0.356588,0.176064
284,exon,0.130008,772,0.296243,0.188195,0.274410,0.241152,0.127181,1.000000,0.301898,0.039849,0.357708,0.117108
285,exon,0.089251,482,0.294185,0.253018,0.270009,0.182788,0.341115,1.000000,0.078889,0.233128,0.174922,0.218615
286,exon,0.288225,403,0.303408,0.218927,0.245761,0.231904,0.804350,1.000000,0.033261,0.040694,0.254180,0.240727
287,exon,0.432816,1234,0.296457,0.217988,0.266842,0.218712,0.300840,1.000000,0.067994,0.065955,0.314250,0.255305
288,exon,0.300513,892,0.280855,0.279172,0.253175,0.186798,0.062892,1.000000,0.068007,0.045025,0.403372,0.235641
289,exon,0.064935,397,0.286881,0.208088,0.256522,0.248509,0.350252,1.000000,0.056880,0.057355,0.310464,0.186112
290,exon,0.060527,1217,0.330926,0.232647,0.269071,0.167356,0.433676,1.000000,0.079932,0.126551,0.391331,0.104301
291,exon,0.257201,412,0.299303,0.218348,0.263504,0.218844,0.253068,1.000000,0.074981,0.048148,0.390324,0.128102
292,exon,0.604056,1030,0.315585,0.217350,0.256490,0.210575,0.113229,1.000000,0.045029,0.230189,0.226659,0.126561
293,exon,0.318158,336,0.332364,0.230512,0.232074,0.205050,0.385035,1.000000,0.053609,0.102068,0.350836,0.175140
294,exon,0.075080,741,0.343129,0.175517,0.265802,0.215552,0.277897,1.000000,0.028862,0.099383,0.327186,0.259730
295,exon,0.008370,776,0.318298,0.191291,0.278797,0.211613,0.302132,1.000000,0.092808,0.089636,0.307822,0.215791
296,exon,0.055082,657,0.310830,0.236258,0.209681,0.243232,0.504957,1.000000,0.011421,0.197413,0.284768,0.150543
297,exon,0.295901,931,0.367284,0.182312,0.235556,0.214848,0.279884,1.000000,0.051332,0.124377,0.325605,0.274133
298,exon,0.110751,761,0.348397,0.167667,0.264966,0.218971,0.106771,1.000000,0.066642,0.080737,0.288974,0.308432
299,exon,1.294427,620,0.372763,0.249735,0.232403,0.145099,3.185257,1.000000,0.032941,0.077802,0.314554,0.121617
300,exon,0.039560,702,0.311904,0.223495,0.224883,0.239718,0.340656,1.000000,0.047527,0.083213,0.362123,0.169871
301,exon,0.307860,908,0.287127,0.288979,0.228056,0.195838,0.615643,1.000000,0.049998,0.058980,0.293028,0.147097
302,exon,0.150756,260,0.322118,0.262729,0.243299,0.171855,0.396536,1.000000,0.021421,0.123719,0.290282,0.206037
303,exon,0.434748,534,0.291754,0.230014,0.260827,0.217406,0.672580,1.000000,0.018537,0.177803,0.304290,0.171559
304,exon,0.264266,663,0.289807,0.164017,0.275747,0.270429,0.269180,1.000000,0.049890,0.071830,0.312643,0.254284
305,exon,0.007890,561,0.294655,0.257598,0.241894,0.205853,0.868108,1.000000,0.049496,0.099044,0.266954,0.111023
306,exon,0.135897,1403,0.308323,0.214987,0.269434,0.207256,0.624413,1.000000,0.001890,0.066775,0.505328,0.162468
307,exon,0.083816,489,0.312591,0.233048,0.215412,0.238949,1.160596,1.000000,0.023617,0.132178,0.348285,0.189658
308,exon,0.192190,659,0.302569,0.207433,0.271324,0.218675,0.313372,1.000000,0.082736,0.084296,0.270675,0.322519
309,exon,0.166955,1448,0.321162,0.218289,0.247634,0.212915,0.600563,1.000000,0.019840,0.262956,0.356135,0.174744
310,exon,0.062875,508,0.267508,0.236876,0.259180,0.236436,0.571832,1.000000,0.043785,0.064323,0.224036,0.290702
311,exon,0.016193,513,0.332076,0.237161,0.237917,0.192846,0.588462,1.000000,0.009060,0.182488,0.259432,0.137661
312,exon,0.028348,416,0.318866,0.160329,0.292855,0.227950,0.044716,1.000000,0.031091,0.113133,0.367409,0.206008
313,exon,0.021196,1434,0.289905,0.243074,0.253842,0.213178,0.265409,1.000000,0.047657,0.142120,0.254557,0.226159
314,exon,0.239835,371,0.316418,0.256370,0.231305,0.195906,0.103725,1.000000,0.098916,0.060723,0.309513,0.083033
315,exon,0.161975,1190,0.337429,0.204027,0.239482,0.219062,0.362244,1.000000,0.058940,0.119735,0.256872,0.351356
316,exon,0.031621,1353,0.322663,0.200482,0.279294,0.197561,0.223059,1.000000,0.057903,0.120211,0.274819,0.146092
317,exon,0.108382,1290,0.346823,0.235038,0.203838,0.214302,0.403809,1.000000,0.039231,0.147819,0.334935,0.173691
318,exon,0.006658,363,0.311438,0.179550,0.312831,0.196182,0.149973,1.000000,0.043761,0.141953,0.236167,0.231307
319,exon,0.101101,424,0.321315,0.226654,0.254592,0.197438,0.524573,1.000000,0.079608,0.132477,0.178858,0.191340
320,exon,0.425758,1162,0.268447,0.274004,0.229383,0.228166,0.831433,1.000000,0.025462,0.042595,0.402261,0.237318
321,exon,0.582320,777,0.381590,0.253475,0.199694,0.165241,0.823961,1.000000,0.099431,0.265312,0.198987,0.094863
322,exon,0.494425,556,0.386526,0.217590,0.202856,0.193028,0.278720,1.000000,0.062538,0.042887,0.347282,0.175148
323,exon,0.495581,817,0.321335,0.232792,0.221799,0.224074,0.183792,1.000000,0.009981,0.136889,0.248569,0.100544
324,exon,0.006140,744,0.243002,0.193711,0.329774,0.233513,0.158916,1.000000,0.009568,0.129118,0.376012,0.060945
325,exon,0.608738,323,0.294761,0.228794,0.238093,0.238351,0.225038,1.000000,0.051989,0.062354,0.221358,0.271199
326,exon,0.097020,423,0.319140,0.237226,0.246873,0.196760,0.511485,1.000000,0.016597,0.110511,0.217393,0.193996
327,exon,0.088296,679,0.280026,0.243433,0.276070,0.200471,0.281380,1.000000,0.038439,0.044020,0.326484,0.188630
328,exon,0.681938,1187,0.313183,0.208205,0.250695,0.227916,0.949526,1.000000,0.022485,0.179249,0.281190,0.243943
329,exon,0.700945,447,0.320238,0.282836,0.230290,0.166637,0.418846,1.000000,0.069112,0.229444,0.299737,0.145044
330,exon,0.185079,1026,0.320327,0.255760,0.218340,0.205573,0.023436,1.000000,0.011548,0.080130,0.334731,0.299726
331,exon,0.180554,267,0.301234,0.215922,0.209751,0.273093,0.770749,1.000000,0.021936,0.124622,0.381630,0.254480
332,exon,0.425962,1101,0.316475,0.218508,0.241539,0.223478,0.147796,1.000000,0.073745,0.086265,0.338983,0.312619
333,exon,0.127820,268,0.324408,0.219923,0.281681,0.173988,0.096954,1.000000,0.018505,0.112462,0.449000,0.134840
334,exon,0.021586,1394,0.293045,0.247807,0.228809,0.230338,0.475864,1.000000,0.116706,0.096273,0.272247,0.236827
335,exon,0.171339,1352,0.351872,0.241576,0.183469,0.223083,0.139971,1.000000,0.073091,0.162632,0.260024,0.143285
336,exon,0.157445,504,0.378766,0.170221,0.268516,0.182497,0.301629,1.000000,0.119282,0.112413,0.217102,0.219580
337,exon,0.508958,315,0.285651,0.220420,0.229709,0.264221,0.144508,1.000000,0.047941,0.144701,0.248755,0.121519
338,exon,0.309316,570,0.297907,0.232909,0.235157,0.234026,0.260651,1.000000,0.111488,0.034258,0.385469,0.133773
339,exon,0.378909,1355,0.344897,0.215645,0.247685,0.191773,1.561320,1.000000,0.075278,0.115381,0.345856,0.183755
340,exon,0.444825,725,0.346106,0.214254,0.208740,0.230900,0.354213,1.000000,0.186315,0.113341,0.278847,0.132780
341,exon,0.567734,534,0.349002,0.200514,0.233278,0.217205,0.705901,1.000000,0.084269,0.154189,0.210549,0.245962
342,exon,0.044611,813,0.306574,0.228319,0.245227,0.219879,0.149978,1.000000,0.144873,0.079171,0.298968,0.201552
343,exon,0.155578,334,0.333833,0.193105,0.243688,0.229374,0.538282,1.000000,0.075327,0.064127,0.328232,0.229541
344,exon,0.018512,500,0.314141,0.203945,0.258086,0.223828,0.519094,1.000000,0.058746,0.122579,0.254539,0.150883
345,exon,0.002403,500,0.316773,0.234434,0.272922,0.175870,0.533039,1.000000,0.027454,0.064738,0.274916,0.261689
346,exon,0.367880,338,0.282035,0.246224,0.271428,0.200314,0.459580,1.000000,0.018325,0.091987,0.337692,0.199439
347,exon,0.330115,412,0.366477,0.234419,0.228766,0.170338,0.326894,1.000000,0.014206,0.112830,0.372360,0.189521
348,exon,0.153812,766,0.296707,0.203145,0.300543,0.199605,0.601613,1.000000,0.043769,0.104146,0.149005,0.232185
349,exon,0.219967,1492,0.290945,0.234861,0.277237,0.196957,0.407450,1.000000,0.013444,0.158051,0.275615,0.155141
350,exon,0.028847,768,0.354548,0.224192,0.239270,0.181990,0.196848,1.000000,0.032440,0.150564,0.298221,0.141978
351,exon,0.701972,1226,0.311254,0.208980,0.221422,0.258344,0.164524,1.000000,0.104908,0.123874,0.422352,0.126663
352,exon,0.003931,344,0.356686,0.192781,0.229793,0.220740,0.317004,1.000000,0.114071,0.084777,0.190819,0.301641
353,exon,0.176875,1301,0.353860,0.247471,0.186967,0.211701,0.169797,1.000000,0.026100,0.076443,0.199352,0.223310
354,exon,0.933450,1443,0.354766,0.249695,0.190329,0.205210,0.199767,1.000000,0.021284,0.050260,0.192002,0.310265
355,exon,0.107048,435,0.330809,0.194521,0.258106,0.216564,0.221880,1.000000,0.056377,0.123210,0.272761,0.233747
356,exon,0.420602,1710,0.277398,0.240188,0.246037,0.236377,1.851180,1.000000,0.084690,0.089489,0.305314,0.176782
357,exon,0.616072,649,0.234179,0.271609,0.264523,0.229689,0.049765,1.000000,0.037011,0.047888,0.296658,0.209777
358,exon,0.185593,350,0.337420,0.162466,0.271918,0.228196,0.334590,1.000000,0.042695,0.130446,0.367333,0.178518
359,exon,0.017943,715,0.333252,0.217028,0.235624,0.214096,0.487482,1.000000,0.032832,0.192681,0.388506,0.213445
360,exon,0.518199,732,0.308405,0.216162,0.293718,0.181715,0.017929,1.000000,0.094891,0.061513,0.262285,0.165982
361,exon,0.040667,1211,0.307312,0.255276,0.197437,0.239976,0.080773,1.000000,0.010190,0.123863,0.259186,0.234637
362,exon,0.065464,460,0.302508,0.253459,0.239321,0.204712,0.943881,1.000000,0.073747,0.196504,0.231075,0.145418
363,exon,0.086750,569,0.322402,0.197522,0.245194,0.234882,0.230276,1.000000,0.007941,0.049472,0.376398,0.203220
364,exon,0.168843,501,0.303782,0.257113,0.242955,0.196149,0.822144,1.000000,0.050944,0.113568,0.347683,0.174013
365,exon,0.389830,476,0.328146,0.196456,0.234584,0.240814,0.368377,1.000000,0.046112,0.047863,0.352746,0.075766
366,exon,0.791353,480,0.346264,0.206706,0.272176,0.174853,0.190556,1.000000,0.068680,0.087689,0.217739,0.187860
367,exon,0.065994,741,0.308447,0.245843,0.272366,0.173344,0.345183,1.000000,0.068581,0.029663,0.442481,0.143330
368,exon,0.117682,613,0.278340,0.193305,0.283807,0.244548,0.148067,1.000000,0.056940,0.108643,0.364169,0.254862
369,exon,0.212203,388,0.299988,0.229928,0.245263,0.224821,0.142642,1.000000,0.039536,0.067194,0.269174,0.156227
370,exon,0.338540,450,0.293683,0.277682,0.194736,0.233900,0.303843,1.000000,0.031733,0.082712,0.318113,0.279969
371,exon,0.197398,1203,0.303150,0.257938,0.201549,0.237363,0.167410,1.000000,0.023116,0.082438,0.333104,0.113431
372,exon,0.568796,330,0.250529,0.225779,0.282048,0.241644,0.018610,1.000000,0.032770,0.096021,0.305125,0.195305
373,exon,0.028311,1109,0.303004,0.222835,0.266097,0.208064,1.438857,1.000000,0.031841,0.122236,0.230202,0.312165
374,exon,0.317646,366,0.290436,0.250951,0.246955,0.211658,0.219489,1.000000,0.018086,0.106913,0.296787,0.115344
375,exon,0.225135,874,0.286537,0.264360,0.275334,0.173770,0.025335,1.000000,0.089582,0.124768,0.378437,0.194994
376,exon,0.206683,265,0.365750,0.216560,0.240638,0.177052,0.308212,1.000000,0.047427,0.190270,0.246744,0.287777
377,exon,0.423946,254,0.329080,0.265819,0.183800,0.221301,0.346835,1.000000,0.053833,0.105484,0.346530,0.085859
378,exon,0.103828,449,0.272913,0.232909,0.260315,0.233863,0.923398,1.000000,0.080100,0.110035,0.278821,0.146043
379,exon,0.434681,602,0.382660,0.244685,0.195897,0.176759,0.137116,1.000000,0.062253,0.071173,0.332926,0.148209
380,exon,0.086077,1176,0.348421,0.206885,0.238348,0.206346,0.662987,1.000000,0.089977,0.136101,0.290783,0.145946
381,exon,0.102373,749,0.362330,0.236642,0.200673,0.200354,0.342200,1.000000,0.019380,0.156061,0.224192,0.174469
382,exon,0.452562,1005,0.341717,0.206477,0.236128,0.215678,0.089088,1.000000,0.045709,0.093487,0.248947,0.235304
383,exon,0.275520,1010,0.289942,0.237264,0.255144,0.217650,0.452782,1.000000,0.067848,0.145882,0.348915,0.151529
384,exon,0.307207,870,0.337722,0.222061,0.225211,0.215006,1.394319,1.000000,0.066715,0.018436,0.362936,0.258329
385,exon,0.192379,333,0.339355,0.208570,0.232086,0.219990,0.430475,1.000000,0.091989,0.197649,0.277059,0.219218
386,exon,0.581362,613,0.290782,0.210584,0.220945,0.277689,0.653264,1.000000,0.068051,0.145972,0.361980,0.199942
387,exon,0.401032,343,0.292180,0.230966,0.256398,0.220456,0.279047,1.000000,0.021641,0.143056,0.292606,0.214116
388,exon,0.041703,290,0.326541,0.228924,0.231583,0.212952,0.136471,1.000000,0.038337,0.129581,0.334831,0.258332
389,exon,0.181675,884,0.308172,0.262426,0.216088,0.213314,0.360649,1.000000,0.040700,0.050901,0.358616,0.206491
390,exon,0.248351,390,0.351436,0.219685,0.269342,0.159538,1.055305,1.000000,0.007747,0.118098,0.388138,0.123837
391,exon,0.153050,716,0.279788,0.210157,0.293481,0.216573,0.529390,1.000000,0.067290,0.034749,0.304412,0.197179
392,exon,0.013199,261,0.346798,0.173951,0.260140,0.219111,0.521463,1.000000,0.082762,0.184163,0.335407,0.103475
393,exon,0.157494,606,0.305737,0.178721,0.273551,0.241991,0.191810,1.000000,0.008614,0.133366,0.339579,0.061800
394,exon,0.630774,410,0.290076,0.237455,0.258825,0.213644,0.644968,1.000000,0.019988,0.155085,0.234154,0.114683
395,exon,0.125685,888,0.309193,0.196972,0.286945,0.206890,0.695353,1.000000,0.070151,0.093060,0.265339,0.274991
396,exon,0.248963,949,0.334224,0.215574,0.222089,0.228112,0.570271,1.000000,0.032521,0.032551,0.424932,0.174480
397,exon,0.020108,1012,0.316461,0.219858,0.257605,0.206075,0.736368,1.000000,0.110267,0.130168,0.247639,0.337339
398,exon,0.124965,1521,0.355296,0.187585,0.223612,0.233507,0.164432,1.000000,0.008101,0.071703,0.253900,0.309348
399,exon,0.774475,1127,0.311385,0.218362,0.228805,0.241448,0.380818,1.000000,0.036889,0.076522,0.313564,0.205764
400,exon,0.568693,496,0.295702,0.241277,0.275509,0.187511,0.577399,1.000000,0.014047,0.157048,0.255176,0.277906
401,exon,0.336643,575,0.293680,0.205504,0.274095,0.226720,0.498631,1.000000,0.063166,0.061615,0.363158,0.283216
402,exon,0.061246,793,0.292589,0.226891,0.218524,0.261996,0.254385,1.000000,0.060822,0.041499,0.336501,0.170252
